,Neighbors,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,16,50,"[141, 169, 101, 369]","[144, 167, 83, 386]","[154, 157, 77, 392]","[159, 152, 84, 385]","[145, 166, 88, 381]","[151, 159, 91, 378]",[1492 1612  918 3773],[1515 1589  955 3736],[1469 1635  958 3733],[1469 1635  957 3734],[1527 1577  945 3746]
1,16,100,"[145, 165, 101, 369]","[143, 168, 83, 386]","[156, 155, 78, 391]","[163, 148, 87, 382]","[148, 163, 91, 378]","[152, 158, 91, 378]",[1504 1600  924 3767],[1507 1597  955 3736],[1469 1635  948 3743],[1459 1645  957 3734],[1526 1578  955 3736]
2,16,150,"[146, 164, 102, 368]","[146, 165, 85, 384]","[153, 158, 80, 389]","[165, 146, 87, 382]","[148, 163, 90, 379]","[152, 158, 92, 377]",[1519 1585  927 3764],[1505 1599  955 3736],[1483 1621  941 3750],[1462 1642  947 3744],[1535 1569  952 3739]
